Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1197"	"PATZ1"	"929.0"	"ARCHS4 Coexpression,449;Enrichr Queries,789;GTEx Coexpression,1549"	""
"gene_set_query"	"1198"	"CENPT"	"930.7"	"ARCHS4 Coexpression,1180;Enrichr Queries,275;GTEx Coexpression,1337"	"IFITM3"
"gene_set_query"	"1199"	"ZNF473"	"930.7"	"ARCHS4 Coexpression,661;Enrichr Queries,1179;GTEx Coexpression,952"	""
"gene_set_query"	"1200"	"INSM1"	"931.0"	"ARCHS4 Coexpression,777;Enrichr Queries,857;GTEx Coexpression,1159"	""
"gene_set_query"	"1201"	"HES5"	"931.0"	"ARCHS4 Coexpression,413;Enrichr Queries,883;GTEx Coexpression,1497"	""
"gene_set_query"	"1202"	"DMRTB1"	"932.3"	"ARCHS4 Coexpression,801;Enrichr Queries,1198;GTEx Coexpression,798"	""
"gene_set_query"	"1203"	"ATOH1"	"933.0"	"ARCHS4 Coexpression,337;Enrichr Queries,1297;GTEx Coexpression,1165"	""
"gene_set_query"	"1204"	"ZFP62"	"934.7"	"ARCHS4 Coexpression,1482;Enrichr Queries,956;GTEx Coexpression,366"	""
"gene_set_query"	"1205"	"ZNF770"	"936.0"	"ARCHS4 Coexpression,951;Enrichr Queries,1226;GTEx Coexpression,631"	""
"gene_set_query"	"1206"	"ZNF865"	"937.5"	"ARCHS4 Coexpression,1065;GTEx Coexpression,810"	""
"gene_set_query"	"1207"	"ZNF34"	"938.3"	"ARCHS4 Coexpression,442;Enrichr Queries,1160;GTEx Coexpression,1213"	""
"gene_set_query"	"1208"	"POU1F1"	"939.7"	"ARCHS4 Coexpression,1422;Enrichr Queries,333;GTEx Coexpression,1064"	"IFIT3"
"gene_set_query"	"1209"	"ZBTB41"	"940.0"	"ARCHS4 Coexpression,1507;Enrichr Queries,740;GTEx Coexpression,573"	""
"gene_set_query"	"1210"	"ZNF714"	"940.7"	"ARCHS4 Coexpression,1593;Enrichr Queries,1049;GTEx Coexpression,180"	""
"gene_set_query"	"1211"	"TBX4"	"941.0"	"ARCHS4 Coexpression,557;Enrichr Queries,1180;GTEx Coexpression,1086"	""
"gene_set_query"	"1212"	"ZNF418"	"941.0"	"ARCHS4 Coexpression,1331;Enrichr Queries,270;GTEx Coexpression,1222"	"IFI44L"
"gene_set_query"	"1213"	"SHOX2"	"941.0"	"ARCHS4 Coexpression,110;Enrichr Queries,1296;GTEx Coexpression,1417"	""
"gene_set_query"	"1214"	"AHCTF1"	"941.3"	"ARCHS4 Coexpression,1255;Enrichr Queries,734;GTEx Coexpression,835"	""
"gene_set_query"	"1215"	"PITX3"	"941.7"	"ARCHS4 Coexpression,183;Enrichr Queries,1294;GTEx Coexpression,1348"	""
"gene_set_query"	"1216"	"ZNF442"	"942.3"	"ARCHS4 Coexpression,1426;Enrichr Queries,26;GTEx Coexpression,1375"	"IFITM3,IFI44,XAF1,IFI44L,IFIT3"
"gene_set_query"	"1217"	"TWIST1"	"942.5"	"ARCHS4 Coexpression,1542;Enrichr Queries,393;ReMap ChIP-seq,271;GTEx Coexpression,1564"	"IFITM3"
"gene_set_query"	"1218"	"ZNF575"	"942.7"	"ARCHS4 Coexpression,1440;Enrichr Queries,77;GTEx Coexpression,1311"	"IFI44,IFI44L,IFIT3"
"gene_set_query"	"1219"	"ZNF334"	"944.0"	"ARCHS4 Coexpression,1497;Enrichr Queries,191;GTEx Coexpression,1144"	"IFI44,IFI44L"
"gene_set_query"	"1220"	"TTF1"	"944.0"	"ARCHS4 Coexpression,1192;GTEx Coexpression,696"	""
"gene_set_query"	"1221"	"DR1"	"944.3"	"ARCHS4 Coexpression,1587;Enrichr Queries,766;GTEx Coexpression,480"	""
"gene_set_query"	"1222"	"MECP2"	"944.3"	"ARCHS4 Coexpression,1492;Enrichr Queries,703;GTEx Coexpression,638"	""
"gene_set_query"	"1223"	"ZBTB10"	"944.3"	"ARCHS4 Coexpression,1018;Enrichr Queries,848;GTEx Coexpression,967"	""
"gene_set_query"	"1224"	"CHAMP1"	"944.5"	"ARCHS4 Coexpression,740;GTEx Coexpression,1149"	""
"gene_set_query"	"1225"	"ZNF808"	"944.7"	"ARCHS4 Coexpression,1300;Enrichr Queries,345;GTEx Coexpression,1189"	"IFIT3"
"gene_set_query"	"1226"	"ZNF627"	"945.0"	"ARCHS4 Coexpression,1572;Enrichr Queries,158;GTEx Coexpression,1105"	"IFITM3,IFIT3"
"gene_set_query"	"1227"	"ZNF100"	"945.7"	"ARCHS4 Coexpression,1475;Enrichr Queries,272;GTEx Coexpression,1090"	"IFI44L"
"gene_set_query"	"1228"	"TBX1"	"946.3"	"ARCHS4 Coexpression,770;Enrichr Queries,1204;GTEx Coexpression,865"	""
"gene_set_query"	"1229"	"SOX6"	"947.0"	"ARCHS4 Coexpression,1115;Enrichr Queries,942;ReMap ChIP-seq,281;GTEx Coexpression,1450"	""
"gene_set_query"	"1230"	"ZNF784"	"947.7"	"ARCHS4 Coexpression,1149;Enrichr Queries,1360;GTEx Coexpression,334"	""
"gene_set_query"	"1231"	"LHX9"	"947.7"	"ARCHS4 Coexpression,195;Enrichr Queries,1157;GTEx Coexpression,1491"	""
"gene_set_query"	"1232"	"HES4"	"947.7"	"ARCHS4 Coexpression,1272;Enrichr Queries,12;GTEx Coexpression,1559"	"IFITM3,IFI44,PARP9,XAF1,IFI44L,IFIT3,TRIM22"
"gene_set_query"	"1233"	"ZNF285"	"948.0"	"ARCHS4 Coexpression,1547;GTEx Coexpression,349"	""
"gene_set_query"	"1234"	"SP3"	"949.7"	"ARCHS4 Coexpression,1033;Enrichr Queries,877;GTEx Coexpression,939"	""
"gene_set_query"	"1235"	"ZNF629"	"949.7"	"ARCHS4 Coexpression,515;Enrichr Queries,1130;GTEx Coexpression,1204"	""
"gene_set_query"	"1236"	"SATB2"	"949.7"	"ARCHS4 Coexpression,1040;Enrichr Queries,1207;GTEx Coexpression,602"	""
"gene_set_query"	"1237"	"CENPBD1"	"950.0"	"ARCHS4 Coexpression,867;GTEx Coexpression,1033"	""
"gene_set_query"	"1238"	"ZNF688"	"950.7"	"ARCHS4 Coexpression,803;Enrichr Queries,1364;GTEx Coexpression,685"	""
"gene_set_query"	"1239"	"ZNF48"	"951.0"	"ARCHS4 Coexpression,540;Enrichr Queries,900;GTEx Coexpression,1413"	""
"gene_set_query"	"1240"	"ZNF154"	"952.0"	"ARCHS4 Coexpression,1136;Enrichr Queries,218;GTEx Coexpression,1502"	"IFI44L,TRIM22"
"gene_set_query"	"1241"	"CDC5L"	"952.7"	"ARCHS4 Coexpression,1556;Enrichr Queries,836;GTEx Coexpression,466"	""
"gene_set_query"	"1242"	"FOXD3"	"952.7"	"ARCHS4 Coexpression,335;Enrichr Queries,1341;GTEx Coexpression,1182"	""
"gene_set_query"	"1243"	"ZNF500"	"953.7"	"ARCHS4 Coexpression,1571;Enrichr Queries,858;GTEx Coexpression,432"	""
"gene_set_query"	"1244"	"PHOX2A"	"954.0"	"ARCHS4 Coexpression,182;Enrichr Queries,1339;GTEx Coexpression,1341"	""
"gene_set_query"	"1245"	"ZNF519"	"954.0"	"ARCHS4 Coexpression,883;Enrichr Queries,1215;GTEx Coexpression,764"	""
"gene_set_query"	"1246"	"RARB"	"954.3"	"Literature ChIP-seq,101;ARCHS4 Coexpression,989;Enrichr Queries,1305;GTEx Coexpression,1422"	""
"gene_set_query"	"1247"	"OTX1"	"954.7"	"ARCHS4 Coexpression,725;Enrichr Queries,1335;GTEx Coexpression,804"	""
"gene_set_query"	"1248"	"SCX"	"956.0"	"ARCHS4 Coexpression,956"	""
"gene_set_query"	"1249"	"TSHZ1"	"956.3"	"ARCHS4 Coexpression,1560;Enrichr Queries,1169;GTEx Coexpression,140"	""
"gene_set_query"	"1250"	"RAX2"	"956.3"	"ARCHS4 Coexpression,802;Enrichr Queries,1228;GTEx Coexpression,839"	""
"gene_set_query"	"1251"	"SOX14"	"957.0"	"ARCHS4 Coexpression,277;Enrichr Queries,1391;GTEx Coexpression,1203"	""
"gene_set_query"	"1252"	"ZNF517"	"957.3"	"ARCHS4 Coexpression,857;Enrichr Queries,920;GTEx Coexpression,1095"	""
"gene_set_query"	"1253"	"ZNF827"	"958.0"	"ARCHS4 Coexpression,823;Enrichr Queries,1043;GTEx Coexpression,1008"	""
"gene_set_query"	"1254"	"PRDM5"	"958.8"	"Literature ChIP-seq,114;ARCHS4 Coexpression,1515;Enrichr Queries,1316;GTEx Coexpression,890"	""
"gene_set_query"	"1255"	"HOXD9"	"963.3"	"ARCHS4 Coexpression,100;Enrichr Queries,1304;GTEx Coexpression,1486"	""
"gene_set_query"	"1256"	"SMAD5"	"963.5"	"ARCHS4 Coexpression,1480;Enrichr Queries,1104;ReMap ChIP-seq,251;GTEx Coexpression,1019"	""
"gene_set_query"	"1257"	"YBX2"	"963.7"	"ARCHS4 Coexpression,997;Enrichr Queries,961;GTEx Coexpression,933"	""
"gene_set_query"	"1258"	"HEYL"	"963.7"	"ARCHS4 Coexpression,441;Enrichr Queries,997;GTEx Coexpression,1453"	""
"gene_set_query"	"1259"	"KLF7"	"963.7"	"ARCHS4 Coexpression,503;Enrichr Queries,948;GTEx Coexpression,1440"	""
"gene_set_query"	"1260"	"ZNF395"	"963.7"	"ARCHS4 Coexpression,1041;Enrichr Queries,441;GTEx Coexpression,1409"	"IFITM3"
"gene_set_query"	"1261"	"RBPJL"	"964.3"	"ARCHS4 Coexpression,1270;Enrichr Queries,1314;GTEx Coexpression,309"	""
"gene_set_query"	"1262"	"AHDC1"	"964.7"	"ARCHS4 Coexpression,1502;Enrichr Queries,897;GTEx Coexpression,495"	""
"gene_set_query"	"1263"	"ZNF513"	"964.7"	"ARCHS4 Coexpression,345;Enrichr Queries,1117;GTEx Coexpression,1432"	""
"gene_set_query"	"1264"	"PHOX2B"	"965.7"	"ARCHS4 Coexpression,429;Enrichr Queries,1214;GTEx Coexpression,1254"	""
"gene_set_query"	"1265"	"TGIF2LY"	"966.0"	"ARCHS4 Coexpression,1274;Enrichr Queries,242;GTEx Coexpression,1382"	"IFIT3"
"gene_set_query"	"1266"	"CBLL2"	"966.7"	"ARCHS4 Coexpression,699;Enrichr Queries,609;GTEx Coexpression,1592"	""
"gene_set_query"	"1267"	"KIN"	"967.0"	"ARCHS4 Coexpression,1565;Enrichr Queries,543;GTEx Coexpression,793"	""
"gene_set_query"	"1268"	"HIVEP2"	"967.3"	"ARCHS4 Coexpression,1010;Enrichr Queries,1135;GTEx Coexpression,757"	""
"gene_set_query"	"1269"	"HOXA2"	"967.8"	"Literature ChIP-seq,162;ARCHS4 Coexpression,1159;Enrichr Queries,1259;GTEx Coexpression,1291"	""
"gene_set_query"	"1270"	"GBX2"	"967.8"	"Literature ChIP-seq,148;ARCHS4 Coexpression,818;Enrichr Queries,1325;GTEx Coexpression,1580"	""
"gene_set_query"	"1271"	"MBNL2"	"969.0"	"ARCHS4 Coexpression,463;Enrichr Queries,1090;GTEx Coexpression,1354"	""
"gene_set_query"	"1272"	"ISL1"	"969.3"	"ARCHS4 Coexpression,428;Enrichr Queries,1006;GTEx Coexpression,1474"	""
"gene_set_query"	"1273"	"ZNF552"	"969.7"	"ARCHS4 Coexpression,1606;Enrichr Queries,489;GTEx Coexpression,814"	"IFIT3"
"gene_set_query"	"1274"	"ZNF761"	"970.0"	"ARCHS4 Coexpression,1264;Enrichr Queries,125;GTEx Coexpression,1521"	"IFITM3,IFIT3"
"gene_set_query"	"1275"	"ZNF8"	"970.0"	"ARCHS4 Coexpression,1281;Enrichr Queries,659"	""
"gene_set_query"	"1276"	"ZNF572"	"970.3"	"ARCHS4 Coexpression,836;Enrichr Queries,503;GTEx Coexpression,1572"	"IFIT3"
"gene_set_query"	"1277"	"ZNF730"	"971.0"	"ARCHS4 Coexpression,1553;GTEx Coexpression,389"	""
"gene_set_query"	"1278"	"ZNF346"	"972.3"	"ARCHS4 Coexpression,1143;Enrichr Queries,685;GTEx Coexpression,1089"	""
"gene_set_query"	"1279"	"ZNF569"	"973.0"	"ARCHS4 Coexpression,1387;Enrichr Queries,304;GTEx Coexpression,1228"	"IFI44"
"gene_set_query"	"1280"	"TBPL2"	"973.0"	"ARCHS4 Coexpression,1546;GTEx Coexpression,400"	""
"gene_set_query"	"1281"	"DPF1"	"973.7"	"ARCHS4 Coexpression,1276;Enrichr Queries,1163;GTEx Coexpression,482"	""
"gene_set_query"	"1282"	"LHX2"	"976.3"	"ARCHS4 Coexpression,1138;Enrichr Queries,1229;ReMap ChIP-seq,257;GTEx Coexpression,1281"	""
"gene_set_query"	"1283"	"ZNF283"	"976.7"	"ARCHS4 Coexpression,1406;Enrichr Queries,391;GTEx Coexpression,1133"	"IFI44L"
"gene_set_query"	"1284"	"DBX1"	"978.0"	"ARCHS4 Coexpression,762;Enrichr Queries,1281;GTEx Coexpression,891"	""
"gene_set_query"	"1285"	"TEAD1"	"978.0"	"ARCHS4 Coexpression,1551;Enrichr Queries,1109;ReMap ChIP-seq,53;GTEx Coexpression,1199"	"IFIT3"
"gene_set_query"	"1286"	"CXXC5"	"978.5"	"ARCHS4 Coexpression,1340;GTEx Coexpression,617"	""
"gene_set_query"	"1287"	"HLF"	"979.7"	"ARCHS4 Coexpression,1055;Enrichr Queries,1023;GTEx Coexpression,861"	""
"gene_set_query"	"1288"	"SOX10"	"980.8"	"ARCHS4 Coexpression,1531;Enrichr Queries,1011;ReMap ChIP-seq,54;GTEx Coexpression,1327"	"IFIT3"
"gene_set_query"	"1289"	"ZFHX4"	"982.0"	"ARCHS4 Coexpression,334;Enrichr Queries,1045;GTEx Coexpression,1567"	""
"gene_set_query"	"1290"	"PRDM9"	"982.3"	"ARCHS4 Coexpression,1154;Enrichr Queries,726;GTEx Coexpression,1067"	""
"gene_set_query"	"1291"	"ZNF430"	"986.7"	"ARCHS4 Coexpression,1079;Enrichr Queries,1301;GTEx Coexpression,580"	""
"gene_set_query"	"1292"	"GMEB1"	"988.0"	"ARCHS4 Coexpression,1208;Enrichr Queries,990;GTEx Coexpression,766"	""
"gene_set_query"	"1293"	"GLI2"	"988.7"	"ARCHS4 Coexpression,290;Enrichr Queries,1321;GTEx Coexpression,1355"	""
"gene_set_query"	"1294"	"ZNF649"	"989.0"	"ARCHS4 Coexpression,1396;Enrichr Queries,328;GTEx Coexpression,1243"	"IFIT3"
"gene_set_query"	"1295"	"WIZ"	"990.7"	"ARCHS4 Coexpression,1061;Enrichr Queries,996;GTEx Coexpression,915"	""
"gene_set_query"	"1296"	"ZNF512B"	"991.0"	"ARCHS4 Coexpression,969;Enrichr Queries,542;GTEx Coexpression,1462"	""
"gene_set_query"	"1297"	"ZNF250"	"991.0"	"ARCHS4 Coexpression,1263;Enrichr Queries,398;GTEx Coexpression,1312"	"IFIT3"
"gene_set_query"	"1298"	"ZNF85"	"991.0"	"ARCHS4 Coexpression,1541;Enrichr Queries,241;GTEx Coexpression,1191"	"IFI44L,IFIT3"
"gene_set_query"	"1299"	"ZNF512"	"991.3"	"ARCHS4 Coexpression,912;Enrichr Queries,872;GTEx Coexpression,1190"	""
"gene_set_query"	"1300"	"DMRTA1"	"991.3"	"ARCHS4 Coexpression,1035;Enrichr Queries,879;GTEx Coexpression,1060"	""
"gene_set_query"	"1301"	"ZNF428"	"992.7"	"ARCHS4 Coexpression,1360;Enrichr Queries,292;GTEx Coexpression,1326"	"IFITM3"
"gene_set_query"	"1302"	"THRA"	"992.8"	"Literature ChIP-seq,7;ARCHS4 Coexpression,1581;Enrichr Queries,1074;GTEx Coexpression,1309"	"ZBP1"
"gene_set_query"	"1303"	"ZNF726"	"993.0"	"ARCHS4 Coexpression,1380;GTEx Coexpression,606"	""
"gene_set_query"	"1304"	"ZNF621"	"993.7"	"ARCHS4 Coexpression,1284;Enrichr Queries,541;GTEx Coexpression,1156"	""
"gene_set_query"	"1305"	"MEOX1"	"994.3"	"ARCHS4 Coexpression,1626;Enrichr Queries,257;GTEx Coexpression,1100"	"IFIT3"
"gene_set_query"	"1306"	"FOXL2"	"995.0"	"ARCHS4 Coexpression,196;Enrichr Queries,1356;GTEx Coexpression,1433"	""
"gene_set_query"	"1307"	"FOXD4L5"	"995.7"	"ARCHS4 Coexpression,74;Enrichr Queries,1370;GTEx Coexpression,1543"	"XAF1"
"gene_set_query"	"1308"	"FOXB2"	"996.0"	"ARCHS4 Coexpression,161;Enrichr Queries,1402;GTEx Coexpression,1425"	""
"gene_set_query"	"1309"	"TBPL1"	"997.0"	"ARCHS4 Coexpression,631;GTEx Coexpression,1363"	""
"gene_set_query"	"1310"	"KLF16"	"998.3"	"ARCHS4 Coexpression,1184;Enrichr Queries,724;GTEx Coexpression,1087"	""
"gene_set_query"	"1311"	"ZNF195"	"1000.0"	"ARCHS4 Coexpression,1384;Enrichr Queries,1019;GTEx Coexpression,597"	""
"gene_set_query"	"1312"	"ZBTB21"	"1001.0"	"ARCHS4 Coexpression,1029;GTEx Coexpression,972"	""
"gene_set_query"	"1313"	"ZNF772"	"1001.0"	"ARCHS4 Coexpression,1532;Enrichr Queries,762;GTEx Coexpression,709"	""
"gene_set_query"	"1314"	"SOX18"	"1001.0"	"ARCHS4 Coexpression,1613;Enrichr Queries,449;GTEx Coexpression,942"	"IFITM3"
"gene_set_query"	"1315"	"NPAS3"	"1001.0"	"ARCHS4 Coexpression,713;Enrichr Queries,863;GTEx Coexpression,1428"	""
"gene_set_query"	"1316"	"FOXR1"	"1002.0"	"ARCHS4 Coexpression,1161;Enrichr Queries,1342;GTEx Coexpression,504"	""
"gene_set_query"	"1317"	"ZNF829"	"1003.0"	"ARCHS4 Coexpression,856;Enrichr Queries,833;GTEx Coexpression,1319"	""
"gene_set_query"	"1318"	"ZNF433"	"1004.0"	"ARCHS4 Coexpression,1330;Enrichr Queries,301;GTEx Coexpression,1381"	"IFIT3"
"gene_set_query"	"1319"	"ZNF287"	"1004.0"	"ARCHS4 Coexpression,1077;Enrichr Queries,820;GTEx Coexpression,1116"	""
"gene_set_query"	"1320"	"SCRT1"	"1005.0"	"ARCHS4 Coexpression,1476;Enrichr Queries,534"	""
"gene_set_query"	"1321"	"ZNF728"	"1005.0"	"ARCHS4 Coexpression,1066;GTEx Coexpression,944"	""
"gene_set_query"	"1322"	"ZNF708"	"1006.0"	"ARCHS4 Coexpression,1494;Enrichr Queries,1036;GTEx Coexpression,488"	""
"gene_set_query"	"1323"	"ZNF644"	"1006.0"	"ARCHS4 Coexpression,1529;Enrichr Queries,1182;ReMap ChIP-seq,14;GTEx Coexpression,1299"	"IFITM3,IFIT3"
"gene_set_query"	"1324"	"NKX21"	"1007.0"	"ARCHS4 Coexpression,1268;GTEx Coexpression,745"	""
"gene_set_query"	"1325"	"ZNF556"	"1007.0"	"ARCHS4 Coexpression,1377;Enrichr Queries,1029;GTEx Coexpression,615"	""
"gene_set_query"	"1326"	"ZNF579"	"1008.0"	"ARCHS4 Coexpression,824;Enrichr Queries,1276;GTEx Coexpression,925"	""
"gene_set_query"	"1327"	"ZNF692"	"1009.0"	"ARCHS4 Coexpression,1287;Enrichr Queries,432;GTEx Coexpression,1308"	"IFITM3"
"gene_set_query"	"1328"	"ZNF345"	"1009.0"	"ARCHS4 Coexpression,1032;Enrichr Queries,869;GTEx Coexpression,1127"	""
"gene_set_query"	"1329"	"SNAPC5"	"1011.0"	"ARCHS4 Coexpression,564;GTEx Coexpression,1457"	""
"gene_set_query"	"1330"	"ZNF630"	"1012.0"	"ARCHS4 Coexpression,647;GTEx Coexpression,1376"	""
"gene_set_query"	"1331"	"FERD3L"	"1012.0"	"ARCHS4 Coexpression,312;Enrichr Queries,1357;GTEx Coexpression,1368"	""
"gene_set_query"	"1332"	"NFXL1"	"1013.0"	"ARCHS4 Coexpression,1124;Enrichr Queries,746;GTEx Coexpression,1168"	""
"gene_set_query"	"1333"	"THAP12"	"1013.0"	"ARCHS4 Coexpression,1213;GTEx Coexpression,813"	""
"gene_set_query"	"1334"	"THAP4"	"1014.0"	"ARCHS4 Coexpression,782;Enrichr Queries,816;GTEx Coexpression,1445"	""
"gene_set_query"	"1335"	"ZNF354C"	"1015.0"	"ARCHS4 Coexpression,950;Enrichr Queries,925;GTEx Coexpression,1170"	""
"gene_set_query"	"1336"	"ZNF716"	"1015.0"	"ARCHS4 Coexpression,1343;Enrichr Queries,563;GTEx Coexpression,1140"	""
"gene_set_query"	"1337"	"ZNF705G"	"1017.0"	"ARCHS4 Coexpression,558;GTEx Coexpression,1475"	""
"gene_set_query"	"1338"	"ZNF420"	"1018.0"	"ARCHS4 Coexpression,1332;Enrichr Queries,1318;GTEx Coexpression,403"	""
"gene_set_query"	"1339"	"ZBED3"	"1020.0"	"ARCHS4 Coexpression,1345;Enrichr Queries,370;GTEx Coexpression,1344"	"IFIT3"
"gene_set_query"	"1340"	"ZNF440"	"1020.0"	"ARCHS4 Coexpression,1113;Enrichr Queries,1173;GTEx Coexpression,774"	""
"gene_set_query"	"1341"	"ZNF449"	"1021.0"	"ARCHS4 Coexpression,1588;Enrichr Queries,213;GTEx Coexpression,1262"	"IFI44,IFIT3"
"gene_set_query"	"1342"	"ZNF699"	"1022.0"	"ARCHS4 Coexpression,521;Enrichr Queries,1078;GTEx Coexpression,1466"	""
"gene_set_query"	"1343"	"ZNF423"	"1023.0"	"ARCHS4 Coexpression,1261;Enrichr Queries,1308;GTEx Coexpression,501"	""
"gene_set_query"	"1344"	"ISL2"	"1025.0"	"ARCHS4 Coexpression,990;Enrichr Queries,1343;GTEx Coexpression,742"	""
"gene_set_query"	"1345"	"ARX"	"1025.0"	"ARCHS4 Coexpression,580;Enrichr Queries,1084;GTEx Coexpression,1412"	""
"gene_set_query"	"1346"	"ZNF879"	"1027.0"	"ARCHS4 Coexpression,1374;GTEx Coexpression,679"	""
"gene_set_query"	"1347"	"SOX3"	"1028.0"	"ARCHS4 Coexpression,658;Enrichr Queries,1128;GTEx Coexpression,1298"	""
"gene_set_query"	"1348"	"ZNF789"	"1028.0"	"ARCHS4 Coexpression,1239;Enrichr Queries,376;GTEx Coexpression,1470"	"IFIT3"
"gene_set_query"	"1349"	"VSX2"	"1029.0"	"ARCHS4 Coexpression,311;Enrichr Queries,1388;GTEx Coexpression,1387"	""
"gene_set_query"	"1350"	"TIGD4"	"1029.0"	"ARCHS4 Coexpression,1355;Enrichr Queries,133;GTEx Coexpression,1598"	"IFI44,IFIT3"
"gene_set_query"	"1351"	"EVX1"	"1030.0"	"ARCHS4 Coexpression,159;Enrichr Queries,1404;GTEx Coexpression,1528"	""
"gene_set_query"	"1352"	"TLX2"	"1031.0"	"ARCHS4 Coexpression,726;Enrichr Queries,1390;GTEx Coexpression,976"	""
"gene_set_query"	"1353"	"RAX"	"1031.0"	"ARCHS4 Coexpression,1554;Enrichr Queries,1379;GTEx Coexpression,160"	""
"gene_set_query"	"1354"	"ZSCAN26"	"1032.0"	"ARCHS4 Coexpression,1295;GTEx Coexpression,768"	""
"gene_set_query"	"1355"	"ZSCAN22"	"1033.0"	"ARCHS4 Coexpression,1085;Enrichr Queries,783;GTEx Coexpression,1230"	""
"gene_set_query"	"1356"	"MTERF3"	"1033.0"	"ARCHS4 Coexpression,1288;GTEx Coexpression,778"	""
"gene_set_query"	"1357"	"ZNF837"	"1033.0"	"ARCHS4 Coexpression,607;Enrichr Queries,1393;GTEx Coexpression,1099"	""
"gene_set_query"	"1358"	"PKNOX2"	"1033.0"	"ARCHS4 Coexpression,629;Enrichr Queries,1197;GTEx Coexpression,1274"	""
"gene_set_query"	"1359"	"MEF2D"	"1034.0"	"ARCHS4 Coexpression,1127;Enrichr Queries,741;GTEx Coexpression,1233"	""
"gene_set_query"	"1360"	"ZNF280B"	"1034.0"	"ARCHS4 Coexpression,1329;Enrichr Queries,739"	""
"gene_set_query"	"1361"	"HOXD8"	"1034.0"	"ARCHS4 Coexpression,1425;Enrichr Queries,264;GTEx Coexpression,1414"	"IFIT3"
"gene_set_query"	"1362"	"HOXA11"	"1037.0"	"ARCHS4 Coexpression,655;Enrichr Queries,921;GTEx Coexpression,1534"	""
"gene_set_query"	"1363"	"ZNF281"	"1039.0"	"ARCHS4 Coexpression,1312;Enrichr Queries,1155;GTEx Coexpression,650"	""
"gene_set_query"	"1364"	"ZNF184"	"1040.0"	"ARCHS4 Coexpression,1145;Enrichr Queries,671;GTEx Coexpression,1303"	""
"gene_set_query"	"1365"	"ZNF12"	"1040.0"	"ARCHS4 Coexpression,1101;Enrichr Queries,1004;GTEx Coexpression,1015"	""
"gene_set_query"	"1366"	"OLIG1"	"1041.0"	"ARCHS4 Coexpression,1625;Enrichr Queries,132;GTEx Coexpression,1365"	"IFITM3,IFIT3"
"gene_set_query"	"1367"	"PROP1"	"1041.0"	"ARCHS4 Coexpression,845;Enrichr Queries,1362;GTEx Coexpression,916"	""
"gene_set_query"	"1368"	"SGSM2"	"1044.0"	"ARCHS4 Coexpression,1412;GTEx Coexpression,676"	""
"gene_set_query"	"1369"	"PHF1"	"1044.0"	"ARCHS4 Coexpression,958;GTEx Coexpression,1130"	""
"gene_set_query"	"1370"	"ZNF527"	"1044.0"	"ARCHS4 Coexpression,1415;Enrichr Queries,1067;GTEx Coexpression,651"	""
"gene_set_query"	"1371"	"CARF"	"1045.0"	"ARCHS4 Coexpression,1017;GTEx Coexpression,1072"	""
"gene_set_query"	"1372"	"SOHLH2"	"1046.0"	"ARCHS4 Coexpression,850;Enrichr Queries,909;GTEx Coexpression,1379"	""
"gene_set_query"	"1373"	"ONECUT3"	"1046.0"	"ARCHS4 Coexpression,1315;Enrichr Queries,1254;GTEx Coexpression,569"	""
"gene_set_query"	"1374"	"DLX5"	"1046.0"	"ARCHS4 Coexpression,1262;Enrichr Queries,1268;GTEx Coexpression,608"	""
"gene_set_query"	"1375"	"VAX1"	"1047.0"	"ARCHS4 Coexpression,493;Enrichr Queries,1371;GTEx Coexpression,1276"	""
"gene_set_query"	"1376"	"ZNF729"	"1049.0"	"ARCHS4 Coexpression,1162;GTEx Coexpression,936"	""
"gene_set_query"	"1377"	"USF3"	"1050.0"	"ARCHS4 Coexpression,1171;GTEx Coexpression,928"	""
"gene_set_query"	"1378"	"ZNF181"	"1050.0"	"ARCHS4 Coexpression,1353;Enrichr Queries,1203;GTEx Coexpression,594"	""
"gene_set_query"	"1379"	"SIX6"	"1053.0"	"ARCHS4 Coexpression,650;Enrichr Queries,1373;GTEx Coexpression,1135"	""
"gene_set_query"	"1380"	"ZNF451"	"1053.0"	"ARCHS4 Coexpression,1325;Enrichr Queries,862;GTEx Coexpression,973"	""
"gene_set_query"	"1381"	"DPRX"	"1054.0"	"ARCHS4 Coexpression,1375;Enrichr Queries,268;GTEx Coexpression,1518"	"IFI44L"
"gene_set_query"	"1382"	"SOX1"	"1054.0"	"ARCHS4 Coexpression,563;Enrichr Queries,1384;GTEx Coexpression,1214"	""
"gene_set_query"	"1383"	"OLIG2"	"1056.0"	"Literature ChIP-seq,92;ARCHS4 Coexpression,1398;Enrichr Queries,1315;GTEx Coexpression,1420"	""
"gene_set_query"	"1384"	"LBX1"	"1056.0"	"ARCHS4 Coexpression,627;Enrichr Queries,1395;GTEx Coexpression,1147"	""
"gene_set_query"	"1385"	"ZNF774"	"1056.0"	"ARCHS4 Coexpression,1479;Enrichr Queries,471;GTEx Coexpression,1219"	"IFI44L"
"gene_set_query"	"1386"	"GLIS2"	"1057.0"	"ARCHS4 Coexpression,1520;Enrichr Queries,792;GTEx Coexpression,860"	""
"gene_set_query"	"1387"	"AKAP8L"	"1058.0"	"ARCHS4 Coexpression,1139;Enrichr Queries,731;GTEx Coexpression,1304"	""
